NAME,SHORTNAME
SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond
Sunstone Hotel Investors Inc.,Sunstone Hotel Investors
Steven Madden Ltd.,Steven Madden
Shopify Inc. Class A Subordinate,Shopify Subordinate
Sears Hometown and Outlet Stores Inc.,Sears Hometown and Outlet Stores
SharpSpring Inc.,SharpSpring
iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF
Sherwin-Williams Company (The),Sherwin-Williams Company (The)
iShares 1-3 Year Treasury Bond ETF,iShares 1-3 Year Treasury Bond ETF
SI-BONE Inc.,SI-BONE
Select Interior Concepts Inc.,Select Interior Concepts
Companhia Siderurgica Nacional S.A.,Companhia Siderurgica Nacional S.A.
Siebert Financial Corp.,Siebert Financial
Sientra Inc.,Sientra
SIFCO Industries Inc.,SIFCO Industries
SI Financial Group Inc.,SI Financial
Sify Technologies Limited,Sify Limited
Signet Jewelers Limited,Signet Jewelers Limited
SIGA Technologies Inc.,SIGA
Selective Insurance Group Inc.,Selective Insurance
Silicom Ltd,Silicom
ETFMG Prime Junior Silver,ETFMG Prime Junior Silver
SilverCrest Metals Inc.,SilverCrest Metals
Grupo Simec S.A.B. de C.V. American Depositary Shares,Grupo Simec S.A.B. de C.V. American Depositary Shares
Silicon Motion Technology Corporation,Silicon Motion Technology
Sina Corporation,Sina
Sino-Global Shipping America Ltd.,Sino-Global Shipping America
SiNtx Technologies Inc.,SiNtx
Sirius XM Holdings Inc.,Sirius XM
SITE Centers Corp.,SITE Centers
SiteOne Landscape Supply Inc.,SiteOne Landscape Supply
SITO Mobile Ltd.,SITO Mobile
SVB Financial Group,SVB Financial
Aberdeen Standard Physical Silver Shares,Aberdeen Standard Physical Silver Shares
Six Flags Entertainment Corporation,Six Flags Entertainment
AGFiQ U.S. Market Neutral Size Fund,AGFiQ U.S. Market Neutral Size Fund
ProShares Short High Yield,ProShares Short High Yield
South Jersey Industries Inc.,South Jersey Industries
J.M. Smucker Company (The),J.M. Smucker Company (The)
SPDR Bloomberg Barclays Short Term High Yield Bond,SPDR Bloomberg Barclays Short Term High Yield Bond
Shaw Communications Inc.,Shaw Communications
San Juan Basin Royalty Trust,San Juan Basin Royalty Trust
SJW Group (DE),SJW (DE)
Peak Resorts Inc.,Peak Resorts
SK Telecom Co. Ltd.,SK Telecom Co.
Tanger Factory Outlet Centers Inc.,Tanger Factory Outlet Centers
Skechers U.S.A. Inc.,Skechers U.S.A.
Skyline Champion Corporation,Skyline Champion
Sky Solar Holdings Ltd.,Sky Solar
SkyWest Inc.,SkyWest
First Trust Cloud Computing ETF,First Trust Cloud Computing ETF
Silicon Laboratories Inc.,Silicon Laboratories
Schlumberger N.V.,Schlumberger N.V.
U.S. Silica Holdings Inc.,U.S. Silica
Select Bancorp Inc.,Select Bancorp
Solid Biosciences Inc.,Solid Biosciences
Sun Life Financial Inc.,Sun Life Financial
SL Green Realty Corp,SL Green Realty
Sol-Gel Technologies Ltd.,Sol-Gel
Silgan Holdings Inc.,Silgan
SLM Corporation,SLM
Soleno Therapeutics Inc.,Soleno Therapeutics
Simulations Plus Inc.,Simulations Plus
Solar Capital Ltd.,Solar Capital
SELLAS Life Sciences Group Inc.,SELLAS Life Sciences
iShares Silver Trust,iShares Silver Trust
iShares MSCI Global Silver Miners Fund,iShares MSCI Global Silver Miners Fund
VanEck Vectors Steel,VanEck Vectors Steel
SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML)
SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK)
SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK
SM Energy Company,SM Energy Company
Smartsheet Inc. Class A,Smartsheet
VanEck Vectors AMT-Free Short Municipal Index,VanEck Vectors AMT-Free Short Municipal Index
Southern Missouri Bancorp Inc.,Southern Missouri Bancorp
SmartFinancial Inc.,SmartFinancial
Sharps Compliance Corp.,Sharps Compliance
Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Sumitomo Mitsui Financial Unsponsored American Depositary Shares (Japan)
Scotts Miracle-Gro Company (The),Scotts Miracle-Gro Company (The)
VanEck Vectors Semiconductor,VanEck Vectors Semiconductor
SEACOR Marine Holdings Inc.,SEACOR Marine
Semiconductor Manufacturing International Corporation ADR,Semiconductor Manufacturing International
Schmitt Industries Inc.,Schmitt Industries
Summit Midstream Partners LP Representing Limited Partner Interests,Summit Midstream Partners Representing Limited Partner Interests
Salient Midstream of Beneficial Interest,Salient Midstream of Beneficial Interest
Summit Financial Group Inc.,Summit Financial
Summit Therapeutics plc,Summit Therapeutics plc
Short Term Municipal Bond Active Exchange-Traded Fund,Short Term Municipal Bond Active Exchange-Traded Fund
ProShares UltraShort Basic Materials,ProShares UltraShort Basic Materials
Standard Motor Products Inc.,Standard Motor Products
The Simply Good Foods Company,The Simply Good Foods Company
Stein Mart Inc.,Stein Mart
Smith Micro Software Inc.,Smith Micro Software
Spirit MTA REIT of Beneficial Interest,Spirit MTA REIT of Beneficial Interest
Semtech Corporation,Semtech
Sierra Metals Inc.,Sierra Metals
SMTC Corporation,SMTC
Sanchez Energy Corporation,Sanchez Energy
Snap-On Incorporated,Snap-On Incorporated
Snap Inc. Class A,Snap
Sleep Number Corporation,Sleep Number
Synchronoss Technologies Inc.,Synchronoss
Smart Sand Inc.,Smart Sand
Sundance Energy Australia Limited,Sundance Energy Australia Limited
Schneider National Inc.,Schneider National
Syndax Pharmaceuticals Inc.,Syndax Pharmaceuticals
Sony Corporation,Sony
SenesTech Inc.,SenesTech
Security National Financial Corporation Class A Common Stock,Security National Financial Common Stock
Soligenix Inc.,Soligenix
Senior Housing Properties Trust,Senior Housing Properties Trust
Sun Hydraulics Corporation,Sun Hydraulics
Highland/iBoxx Senior Loan ETF,Highland/iBoxx Senior Loan ETF
Sanchez Midstream Partners LP,Sanchez Midstream Partners
Smith & Nephew SNATS Inc.,Smith & Nephew SNATS
Sienna Biopharmaceuticals Inc.,Sienna Biopharmaceuticals
Sonoma Pharmaceuticals Inc.,Sonoma Pharmaceuticals
China Petroleum & Chemical Corporation,China Petroleum & Chemical
Synopsys Inc.,Synopsys
New Senior Investment Group Inc.,New Senior Investment
Sunesis Pharmaceuticals Inc.,Sunesis Pharmaceuticals
Synovus Financial Corp.,Synovus Financial
Synnex Corporation,Synnex
Sanofi,Sanofi
Southern Company (The),Southern Company (The)
Global X Social Media ETF,Global X Social Media ETF
Sogou Inc. American Depositary Shares each representing one Class A,Sogou American Depositary Shares each representing one
Sotherly Hotels Inc.,Sotherly Hotels
Sohu.com Limited,Sohu.com Limited
Solaris Oilfield Infrastructure Inc. Class A,Solaris Oilfield Infrastructure
Global X Fertilizers/Potash,Global X Fertilizers/Potash
Renesola Ltd. ADR,Renesola
Electrameccanica Vehicles Corp. Ltd.,Electrameccanica Vehicles
Sonoco Products Company,Sonoco Products Company
Southern National Bancorp of Virginia Inc.,Southern National Bancorp of Virginia
Sonos Inc.,Sonos
Source Capital Inc.,Source Capital
SORL Auto Parts Inc.,SORL Auto Parts
Direxion Daily Semiconductor Bull 3x Shares,Direxion Daily Semiconductor Bull 3x Shares
iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund
Teucrium Soybean Fund ETV,Teucrium Soybean Fund ETV
SP Plus Corporation,SP Plus
Sparton Corporation,Sparton
SPDR Portfolio Aggregate Bond,SPDR Portfolio Aggregate Bond
Spartan Energy Acquisition Corp Class A,Spartan Energy Acquisition
Spartan Motors Inc.,Spartan Motors
Spectrum Brands Holdings Inc.,Spectrum Brands
SuperCom Ltd.,SuperCom
SPDR Portfolio Developed World ex-US,SPDR Portfolio Developed World ex-US
Special Opportunities Fund Inc,Special Opportunities Fund
SPDR Index Shares Fund Portfolio Emerging Markets,SPDR Index Shares Fund Portfolio Emerging Markets
Spherix Incorporated,Spherix Incorporated
Global X SuperIncome Preferred,Global X SuperIncome Preferred
Simon Property Group Inc.,Simon Property
S&P Global Inc.,S&P Global
Suburban Propane Partners L.P.,Suburban Propane Partners
Invesco S&P 500 High Beta,Invesco S&P 500 High Beta
Invesco S&P 500 High Dividend Low Volatility,Invesco S&P 500 High Dividend Low Volatility
Invesco S&P 500 Quality,Invesco S&P 500 Quality
Sophiris Bio Inc.,Sophiris Bio
SPI Energy Co. Ltd.,SPI Energy Co.
SPDR Portfolio Intermediate Term Corporate Bond,SPDR Portfolio Intermediate Term Corporate Bond
Spark Energy Inc.,Spark Energy
SPDR Portfolio Long Term Corporate Bond,SPDR Portfolio Long Term Corporate Bond
SPDR Series Trust Portfolio Large Cap,SPDR Series Trust Portfolio Large Cap
Splunk Inc.,Splunk
Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Steel Partners PARTNERSHIP UNIT
Invesco S&P 500 Low Volatility,Invesco S&P 500 Low Volatility
SPDR Portfolio Mid Cap,SPDR Portfolio Mid Cap
Superior Energy Services Inc.,Superior Energy Services
SeaSpine Holdings Corporation,SeaSpine
Sapiens International Corporation N.V.,Sapiens International N.V.
Spok Holdings Inc.,Spok
Spotify Technology S.A.,Spotify Technology S.A.
Spectrum Pharmaceuticals Inc.,Spectrum Pharmaceuticals
Sprott Physical Platinum and Palladium Trust,Sprott Physical Platinum and Palladium Trust
Spirit Aerosystems Holdings Inc.,Spirit Aerosystems
Spero Therapeutics Inc.,Spero Therapeutics
Support.com Inc.,Support.com
SPDR Portfolio Short Term Corporate Bond,SPDR Portfolio Short Term Corporate Bond
SPS Commerce Inc.,SPS Commerce
SPDR Portfolio Long Term Treasury,SPDR Portfolio Long Term Treasury
SPDR Portfolio Total Stock Market,SPDR Portfolio Total Stock Market
SpartanNash Company,SpartanNash Company
SPDR Portfolio Short Term Treasury,SPDR Portfolio Short Term Treasury
Sportsman's Warehouse Holdings Inc.,Sportsman's Warehouse
SunPower Corporation,SunPower
SPX Corporation,SPX
Direxion Daily S&P 500 Bull 3X Shares,Direxion Daily S&P 500 Bull 3X Shares
Nuveen S&P 500 Dynamic Overwrite Fund,Nuveen S&P 500 Dynamic Overwrite Fund
SPDR S&P 500,SPDR S&P 500
SPDR Series Trust Portfolio S&P 500 Growth,SPDR Series Trust Portfolio S&P 500 Growth
SPDR Series Trust Portfolio S&P 500 Value,SPDR Series Trust Portfolio S&P 500 Value
Square Inc. Class A,Square
Sequential Brands Group Inc.,Sequential Brands
Sociedad Quimica y Minera S.A.,Sociedad Quimica y Minera S.A.
Sequans Communications S.A. American Depositary Shares each representing one,Sequans Communications S.A. American Depositary Shares each representing one
ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ
Spire Inc.,Spire
Social Reality Inc.,Social Reality
Spirit Realty Capital Inc.,Spirit Realty Capital
1st Source Corporation,1st Source
SRC Energy Inc.,SRC Energy
Stericycle Inc.,Stericycle
Surmodics Inc.,Surmodics
Sempra Energy,Sempra Energy
ServiceSource International Inc.,ServiceSource International
Cushing Energy Income Fund of Beneficial Interest,Cushing Energy Income Fund of Beneficial Interest
Seritage Growth Properties Class A,Seritage Growth Properties
Stoneridge Inc.,Stoneridge
Sprague Resources LP representing Limited Partner Interests,Sprague Resources representing Limited Partner Interests
Sorrento Therapeutics Inc.,Sorrento Therapeutics
Sarepta Therapeutics Inc.,Sarepta Therapeutics
Sierra Oncology Inc.,Sierra Oncology
Scholar Rock Holding Corporation,Scholar Rock Holding
StarTek Inc.,StarTek
Sensus Healthcare Inc.,Sensus Healthcare
Cushing MLP & Infrastructure Total Return Fund,Cushing MLP & Infrastructure Total Return Fund
South State Corporation,South State
Summit State Bank,Summit State Bank
Simpson Manufacturing Company Inc.,Simpson Manufacturing Company
Stewardship Financial Corp,Stewardship Financial
ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors
Stage Stores Inc.,Stage Stores
Strata Skin Sciences Inc.,Strata Skin Sciences
Sasol Ltd. American Depositary Shares,Sasol American Depositary Shares
SSLJ.com Limited,SSLJ.com Limited
SS&C Technologies Holdings Inc.,SS&C
SilverSun Technologies Inc.,SilverSun
ProShares Ultra S&P500,ProShares Ultra S&P500
E.W. Scripps Company (The),E.W. Scripps Company (The)
SSR Mining Inc.,SSR Mining
ShotSpotter Inc.,ShotSpotter
Shutterstock Inc.,Shutterstock
Seaspan Corporation,Seaspan
SunLink Health Systems Inc.,SunLink Health Systems
Stratasys Ltd.,Stratasys
Sensata Technologies Holding plc,Sensata Holding plc
STAAR Surgical Company,STAAR Surgical Company
Staffing 360 Solutions Inc.,Staffing 360 Solutions
Stag Industrial Inc.,Stag Industrial
iStar Inc.,iStar
Extended Stay America Inc.,Extended Stay America
S&T Bancorp Inc.,S&T Bancorp
Stewart Information Services Corporation,Stewart Information Services
Steel Connect Inc.,Steel Connect
STERIS plc,STERIS plc
State Auto Financial Corporation,State Auto Financial
Sunlands Online Education Group American Depositary Shares representing Class A,Sunlands Online Education American Depositary Shares representing
SunTrust Banks Inc.,SunTrust Banks
Neuronetics Inc.,Neuronetics
iShares 0-5 Year TIPS Bond,iShares 0-5 Year TIPS Bond
Columbia Seligman Premium Technology Growth Fund Inc,Columbia Seligman Premium Technology Growth Fund
SunOpta Inc.,SunOpta
The ONE Group Hospitality Inc.,The ONE Hospitality
Sterling Bancorp,Sterling Bancorp
Steel Dynamics Inc.,Steel Dynamics
STMicroelectronics N.V.,STMicroelectronics N.V.
Stemline Therapeutics Inc.,Stemline Therapeutics
Stamps.com Inc.,Stamps.com
Stantec Inc,Stantec
Standard AVB Financial Corp.,Standard AVB Financial
StoneCo Ltd.,StoneCo
Scorpio Tankers Inc.,Scorpio Tankers
Sentinel Energy Services Inc.,Sentinel Energy Services
StoneMor Partners L.P. Rep Limited Partnership Interests,StoneMor Partners Rep Limited Partnership Interests
STORE Capital Corporation,STORE Capital
iPath US Treasury Steepener ETN,iPath US Treasury Steepener ETN
PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund
Strategic Education Inc.,Strategic Education
Sterling Construction Company Inc,Sterling Construction Company
Streamline Health Solutions Inc.,Streamline Health Solutions
Sutro Biopharma Inc.,Sutro Biopharma
Stratus Properties Inc.,Stratus Properties
STRATTEC SECURITY CORPORATION,STRATTEC SECURITY
State Street Corporation,State Street
STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STARWOOD PROPERTY TRUST Starwood Property Trust
Seagate Technology PLC,Seagate Technology PLC
Spirit of Texas Bancshares Inc.,Spirit of Texas Bancshares
Constellation Brands Inc.,Constellation Brands
Constellation Brands Inc.,Constellation Brands
Suncor Energy Inc.,Suncor Energy
iShares Short-Term National Muni Bond,iShares Short-Term National Muni Bond
Sun Communities Inc.,Sun Communities
Summit Materials Inc. Class A,Summit Materials
Summer Infant Inc.,Summer Infant
Sunoco LP representing limited partner interests,Sunoco representing limited partner interests
Solar Senior Capital Ltd.,Solar Senior Capital
Sunworks Inc.,Sunworks
Superior Industries International Inc. (DE),Superior Industries International (DE)
Supernus Pharmaceuticals Inc.,Supernus Pharmaceuticals
Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Grupo Supervielle S.A. American Depositary Shares each Representing five B shares
Surface Oncology Inc.,Surface Oncology
iShares MSCI USA ESG Select,iShares MSCI USA ESG Select
Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Suzano Papel e Celulose S.A. American Depositary Shares (each representing two)
Sinovac Biotech Ltd.,Sinovac Biotech
Severn Bancorp Inc,Severn Bancorp
Silvercorp Metals Inc.,Silvercorp Metals
SVMK Inc.,SVMK
Savara Inc.,Savara
Servotronics Inc.,Servotronics
Firsthand Technology Value Fund Inc.,Firsthand Technology Value Fund
ProShares Short VIX Short Term Futures,ProShares Short VIX Short Term Futures
Switch Inc. Class A,Switch
SolarWinds Corporation,SolarWinds
Sierra Wireless Inc.,Sierra Wireless
Stanley Black & Decker Inc.,Stanley Black & Decker
Skyworks Solutions Inc.,Skyworks Solutions
Schweitzer-Mauduit International Inc.,Schweitzer-Mauduit International
Southwestern Energy Company,Southwestern Energy Company
Southwest Gas Holdings Inc.,Southwest Gas
Swiss Helvetia Fund Inc. (The),Swiss Helvetia Fund (The)
SunCoke Energy Inc.,SunCoke Energy
SunCoke Energy Partners L.P. Representing Limited partner Interests,SunCoke Energy Partners Representing Limited partner Interests
Southcross Energy Partners L.P.,Southcross Energy Partners
Standex International Corporation,Standex International
Sensient Technologies Corporation,Sensient
China SXT Pharmaceuticals Inc.,China SXT Pharmaceuticals
Stock Yards Bancorp Inc.,Stock Yards Bancorp
Synlogic Inc.,Synlogic
Synchrony Financial,Synchrony Financial
Stryker Corporation,Stryker
Sykes Enterprises Incorporated,Sykes Enterprises Incorporated
Symantec Corporation,Symantec
Synthetic Biologics Inc.,Synthetic Biologics
Synaptics Incorporated,Synaptics Incorporated
Synacor Inc.,Synacor
Syneos Health Inc.,Syneos Health
Synalloy Corporation,Synalloy
Sypris Solutions Inc.,Sypris Solutions
Syros Pharmaceuticals Inc.,Syros Pharmaceuticals
Systemax Inc.,Systemax
Sysco Corporation,Sysco
Cushing Renaissance Fund (The) of Beneficial Interest,Cushing Renaissance Fund (The) of Beneficial Interest
